"elearn.apsu.edu","1358139600","1358744400","519"
"elearn.clevelandstatecc.edu","1358139600","1358744400","439"
"elearn.columbiastate.edu","1358139600","1358744400","645"
"elearn.chattanoogastate.edu","1358139600","1358744400","484"
"elearn.dscc.edu","1358139600","1358744400","438"
"elearn.etsu.edu","1358139600","1358744400","674"
"elearn.jscc.edu","1358139600","1358744400","541"
"elearn.mscc.edu","1358139600","1358744400","469"
"elearn.mtsu.edu","1358139600","1358744400","454"
"elearn.nscc.edu","1358139600","1358744400","1026"
"elearn.northeaststate.edu","1358139600","1358744400","447"
"elearn.pstcc.edu","1358139600","1358744400","460"
"elearn.rocewf.org","1358139600","1358744400","641"
"elearn.rodp.org","1358139600","1358744400","532"
"elearn.roanestate.edu","1358139600","1358744400","659"
"eLearn.southwest.tn.edu","1358139600","1358744400","470"
"elearn.tbronline.org","1358139600","1358744400","448"
"elearn.tnstate.edu","1358139600","1358744400","591"
"elearn.ttcworkforce.org","1358139600","1358744400","437"
"elearn.tntech.edu","1358139600","1358744400","450"
"elearn.memphis.edu","1358139600","1358744400","555"
"elearn.volstate.edu","1358139600","1358744400","461"
"elearn.ws.edu","1358139600","1358744400","462"
"bloomu.desire2learn.com","1358139600","1358744400","449"
"calu.desire2learn.com","1358139600","1358744400","444"
"cheyney.desire2learn.com","1358139600","1358744400","500"
"clarion.desire2learn.com","1358139600","1358744400","596"
"esu.desire2learn.com","1358139600","1358744400","457"
"eup.desire2learn.com","1358139600","1358744400","453"
"iup.desire2learn.com","1358139600","1358744400","489"
"ku.desire2learn.com","1358139600","1358744400","591"
"lhu.desire2learn.com","1358139600","1358744400","448"
"mansfield.desire2learn.com","1358139600","1358744400","450"
"millersville.desire2learn.com","1358139600","1358744400","490"
"passhe.desire2learn.com","1358139600","1358744400","588"
"ship.desire2learn.com","1358139600","1358744400","451"
"sru.desire2learn.com","1358139600","1358744400","816"
"wcupa.desire2learn.com","1358139600","1358744400","485"
"acc.desire2learn.com","1358139600","1358744400","766"
"cca.desire2learn.com","1358139600","1358744400","622"
"ccco.desire2learn.com","1358139600","1358744400","530"
"ccd.desire2learn.com","1358139600","1358744400","509"
"cncc.desire2learn.com","1358139600","1358744400","760"
"frcc.desire2learn.com","1358139600","1358744400","618"
"lcc.desire2learn.com","1358139600","1358744400","525"
"mcc.desire2learn.com","1358139600","1358744400","540"
"njc.desire2learn.com","1358139600","1358744400","772"
"ojc.desire2learn.com","1358139600","1358744400","607"
"pcc.desire2learn.com","1358139600","1358744400","531"
"ppcc.desire2learn.com","1358139600","1358744400","511"
"rrcc.desire2learn.com","1358139600","1358744400","799"
"tsjc.desire2learn.com","1358139600","1358744400","643"
"texas.pearson.desire2learn.com","1358139600","1358744400","437"
"adsb.elearningontario.ca","1358139600","1358744400","489"
"amdsb.elearningontario.ca","1358139600","1358744400","595"
"bgcdsb.elearningontario.ca","1358139600","1358744400","508"
"bwdsb.elearningontario.ca","1358139600","1358744400","728"
"cdsbeo.elearningontario.ca","1358139600","1358744400","610"
"cpdsab.elearningontario.ca","1358139600","1358744400","499"
"dpcdsb.elearningontario.ca","1358139600","1358744400","483"
"dsbn.elearningontario.ca","1358139600","1358744400","675"
"dsbne.elearningontario.ca","1358139600","1358744400","591"
"durham.elearningontario.ca","1358139600","1358744400","506"
"durhamrc.elearningontario.ca","1358139600","1358744400","481"
"courses.elearningontario.ca","1358139600","1358744400","640"
"trainingsite.elearningontario.ca","1358139600","1358744400","515"
"GECDSB.elearningontario.ca","1358139600","1358744400","494"
"GEDSB.elearningontario.ca","1358139600","1358744400","722"
"hcdsb.elearningontario.ca","1358139600","1358744400","606"
"HDSB.elearningontario.ca","1358139600","1358744400","523"
"HPCDSB.elearningontario.ca","1358139600","1358744400","507"
"hscdsb.elearningontario.ca","1358139600","1358744400","778"
"hwcdsb.elearningontario.ca","1358139600","1358744400","654"
"jbllssb.desire2learn.com","1358139600","1358744400","1004"
"kcdsb.desire2learn.com","1358139600","1358744400","841"
"kpdsb.desire2learn.com","1358139600","1358744400","687"
"kprdsb.desire2learn.com","1358139600","1358744400","674"
"ldcsb.desire2learn.com","1358139600","1358744400","990"
"ldsb.desire2learn.com","1358139600","1358744400","799"
"lhbe.desire2learn.com","1358139600","1358744400","689"
"lkdsb.desire2learn.com","1358139600","1358744400","677"
"ncdsb.desire2learn.com","1358139600","1358744400","1005"
"niagararc.desire2learn.com","1358139600","1358744400","810"
"nndsb.desire2learn.com","1358139600","1358744400","681"
"nouvelon.desire2learn.com","1358139600","1358744400","1057"
"npsc.desire2learn.com","1358139600","1358744400","1000"
"occdsb.desire2learn.com","1358139600","1358744400","869"
"ocdsbelo.desire2learn.com","1358139600","1358744400","687"
"oerb.desire2learn.com","1358139600","1358744400","579"
"pdsb.desire2learn.com","1358139600","1358744400","988"
"psb.desire2learn.com","1358139600","1358744400","809"
"pvnccdsb.desire2learn.com","1358139600","1358744400","692"
"rccdsb.desire2learn.com","1358139600","1358744400","716"
"rcdsb.desire2learn.com","1358139600","1358744400","1001"
"rdsb.desire2learn.com","1358139600","1358744400","801"
"rrdsb.desire2learn.com","1358139600","1358744400","702"
"sccdsb.desire2learn.com","1358139600","1358744400","1012"
"scdsb.desire2learn.com","1358139600","1358744400","820"
"sgdsb.elearningontario.ca","1358139600","1358744400","656"
"smcdsb.desire2learn.com","1358139600","1358744400","691"
"sncdsb.desire2learn.com","1358139600","1358744400","989"
"srcdsb.desire2learn.com","1358139600","1358744400","776"
"tbcdsb.desire2learn.com","1358139600","1358744400","679"
"tcdsb.desire2learn.com","1358139600","1358744400","690"
"tcncdsb.desire2learn.com","1358139600","1358744400","979"
"tdsb.desire2learn.com","1358139600","1358744400","815"
"tldsb.desire2learn.com","1358139600","1358744400","698"
"tvdsb.desire2learn.com","1358139600","1358744400","696"
"ucdsb.desire2learn.com","1358139600","1358744400","985"
"ugdsb.desire2learn.com","1358139600","1358744400","812"
"wcdsb.desire2learn.com","1358139600","1358744400","708"
"wecdsb.desire2learn.com","1358139600","1358744400","690"
"online.pcc.edu","1358139600","1358744400","494"
"alcdsb.elearningontario.ca","1358139600","1358744400","497"
"BHNCDSB.elearningontario.ca","1358139600","1358744400","727"
"hpedsb.elearningontario.ca","1358139600","1358744400","780"
"hwdsb.elearningontario.ca","1358139600","1358744400","654"
"learn.daymarcollege.edu","1358139600","1358744400","407"
"online.eaglegatecollege.edu","1358139600","1358744400","522"
"online.medixschool.ca","1358139600","1358744400","537"
"online.national.edu","1358139600","1358744400","419"
"welcdsb.desire2learn.com","1358139600","1358744400","687"
"wrdsb.desire2learn.com","1358139600","1358744400","680"
"ycdsb.desire2learn.com","1358139600","1358744400","997"
"YRDSB.elearningontario.ca","1358139600","1358744400","621"
"accenture-authtest.desire2learn.com","1358139600","1358744400","2121"
"psutest.desire2learn.com","1358139600","1358744400","585"
"auc.adec.desire2learn.com","1358139600","1358744400","394"
"wau.adec.desire2learn.com","1358139600","1358744400","358"
"d2l.oakwood.edu","1358139600","1358744400","522"
"training.adec.desire2learn.com","1358139600","1358744400","455"
"aaa.desire2learn.com","1358139600","1358744400","400"
"ae21.desire2learn.com","1358139600","1358744400","225"
"mcpss.desire2learn.com","1358139600","1358744400","368"
"erac.desire2learn.com","1358139600","1358744400","370"
"ncdes.desire2learn.com","1358139600","1358744400","586"
"nides.desire2learn.com","1358139600","1358744400","452"
"hrgworldwide.desire2learn.com","1358139600","1358744400","375"
"cengage.cdi.desire2learn.com","1358139600","1358744400","371"
"cengage.cds.desire2learn.com","1358139600","1358744400","461"
"pearson.cds.desire2learn.com","1358139600","1358744400","384"
"sfhl.desire2learn.com","1358139600","1358744400","370"
"cmabc.desire2learn.com","1358139600","1358744400","350"
"admintraining.desire2learn.com","1358139600","1358744400","425"
"dbmsys.desire2learn.com","1358139600","1358744400","439"
"quincy.desire2learn.com","1358139600","1358744400","358"
"stmikes.desire2learn.com","1358139600","1358744400","542"
"class.daytonastate.edu","1358139600","1358744400","621"
"ecsd.desire2learn.com","1358139600","1358744400","688"
"pwcs.desire2learn.com","1358139600","1358744400","658"
"pwcsvhs.desire2learn.com","1358139600","1358744400","598"
"pwcspd.desire2learn.com","1358139600","1358744400","599"
"online.nfcc.edu","1358139600","1358744400","740"
"southflorida.fcc.desire2learn.com","1358139600","1358744400","459"
"uwaterloo.desire2learn.com","1358139600","1358744400","376"
"uwedfac.desire2learn.com","1358139600","1358744400","381"
"bcps.desire2learn.com","1358139600","1358744400","454"
"ccps.mdk12online.org","1358139600","1358744400","197"
"msde.desire2learn.com","1358139600","1358744400","492"
"washington.desire2learn.com","1358139600","1358744400","542"
"ocpsadulted2012.desire2learn.com","1358139600","1358744400","775"
"vital.desire2learn.com","1358139600","1358744400","1103"
"mninfinity.desire2learn.com","1358139600","1358744400","884"
"ampac.desire2learn.com","1358139600","1358744400","828"
"cwghr.desire2learn.com","1358139600","1358744400","672"
"sides.desire2learn.com","1358139600","1358744400","605"
"aventa.desire2learn.com","1358139600","1358744400","669"
"usc.desire2learn.com","1358139600","1358744400","657"
"uwf.desire2learn.com","1358139600","1358744400","400"
"courses.govhs.org","1358139600","1358744400","484"
"wvde.desire2learn.com","1358139600","1358744400","504"
"accenture.desire2learn.com","1358139600","1358744400","2188"
"bjuonline.desire2learn.com","1358139600","1358744400","469"
"broward.desire2learn.com","1358139600","1358744400","447"
"cencol.desire2learn.com","1358139600","1358744400","435"
"bbcsulb.desire2learn.com","1358139600","1358744400","568"
"training.desire2learn.com","1358139600","1358744400","377"
"gcps.desire2learn.com","1358139600","1358744400","575"
"ilearnnyc.desire2learn.com","1358139600","1358744400","3869"
"d2l.laurentian.ca","1358139600","1358744400","393"
"avenue.cllmcmaster.ca","1358139600","1358744400","532"
"bcsd.desire2learn.com","1358139600","1358744400","580"
"bibb.desire2learn.com","1358139600","1358744400","453"
"carleton.desire2learn.com","1358139600","1358744400","449"
"cccb.desire2learn.com","1358139600","1358744400","493"
"cloud.desire2learn.com","1358139600","1358744400","566"
"goaldigitalprod.desire2learn.com","1358139600","1358744400","440"
"inacol.desire2learn.com","1358139600","1358744400","443"
"infilaw.desire2learn.com","1358139600","1358744400","489"
"lc.desire2learn.com","1358139600","1358744400","585"
"mercury.desire2learn.com","1358139600","1358744400","443"
"mtsac.desire2learn.com","1358139600","1358744400","447"
"niefolio.desire2learn.com","1358139600","1358744400","487"
"oecta.desire2learn.com","1358139600","1358744400","580"
"prairiestate.desire2learn.com","1358139600","1358744400","488"
"uwla.desire2learn.com","1358139600","1358744400","445"
"mercycollege.desire2learn.com","1358139600","1358744400","575"
"careerquest.desire2learn.com","1358139600","1358744400","457"
"nau5.desire2learn.com","1358139600","1358744400","376"
"cs1.open.desire2learn.com","1358139600","1358744400","581"
"ouhsc.desire2learn.com","1358139600","1358744400","448"
"pamojaeducation.desire2learn.com","1358139600","1358744400","441"
"pdxprod.desire2learn.com","1358139600","1358744400","471"
"psu.desire2learn.com","1358139600","1358744400","578"
"sait.desire2learn.com","1358139600","1358744400","437"
"smul.desire2learn.com","1358139600","1358744400","0"
"surreyconnect.desire2learn.com","1358139600","1358744400","433"
"tamuk.desire2learn.com","1358139600","1358744400","586"
"ucb.desire2learn.com","1358139600","1358744400","357"
"usg.desire2learn.com","1358139600","1358744400","443"
"wluprod.desire2learn.com","1358139600","1358744400","561"
"cauc.adec.desire2learn.com","1358139600","1358744400","532"
"hsi.adec.desire2learn.com","1358139600","1358744400","445"
"swau.adec.desire2learn.com","1358139600","1358744400","588"
"wwc.adec.desire2learn.com","1358139600","1358744400","518"
"access.desire2learn.com","1358139600","1358744400","763"
"ccs.desire2learn.com","1358139600","1358744400","555"
"aotrauma.desire2learn.com","1358139600","1358744400","859"
"aospine.desire2learn.com","1358139600","1358744400","855"
"aocmf.desire2learn.com","1358139600","1358744400","1243"
"aovet.desire2learn.com","1358139600","1358744400","1006"
"desk.desire2learn.com","1358139600","1358744400","523"
"psa.desire2learn.com","1358139600","1358744400","631"
"aap.desire2learn.com","1358139600","1358744400","615"
"aimetis.desire2learn.com","1358139600","1358744400","512"
"bwcns-training.desire2learn.com","1358139600","1358744400","521"
"literaryliving.desire2learn.com","1358139600","1358744400","765"
"globalearning.desire2learn.com","1358139600","1358744400","619"
"iccs-lms.desire2learn.com","1358139600","1358744400","521"
"imca.desire2learn.com","1358139600","1358744400","509"
"mtec.desire2learn.com","1358139600","1358744400","1010"
"mcnealandwhite.desire2learn.com","1358139600","1358744400","625"
"ontariolearn.desire2learn.com","1358139600","1358744400","446"
"pgcbasketball.desire2learn.com","1358139600","1358744400","514"
"theladders.desire2learn.com","1358139600","1358744400","761"
"ecitytraining.desire2learn.com","1358139600","1358744400","621"
"accessibilityexperts.desire2learn.com","1358139600","1358744400","530"
"getinteractive.desire2learn.com","1358139600","1358744400","701"
"criedunet.desire2learn.com","1358139600","1358744400","764"
"academy.desire2learn.com","1358139600","1358744400","482"
"community.desire2learn.com","1358139600","1358744400","431"
"ntecpd.desire2learn.com","1358139600","1358744400","625"
"pmh.desire2learn.com","1358139600","1358744400","830"
"ocdsb.desire2learn.com","1358139600","1358744400","672"
"ecc.desire2learn.com","1358139600","1358744400","921"
"fcfrd.desire2learn.com","1358139600","1358744400","845"
"fusion.desire2learn.com","1358139600","1358744400","985"
"fvcc.desire2learn.com","1358139600","1358744400","739"
"cr.ga.desire2learn.com","1358139600","1358744400","695"
"students.ga.desire2learn.com","1358139600","1358744400","559"
"presa.ga.desire2learn.com","1358139600","1358744400","483"
"educators.ga.desire2learn.com","1358139600","1358744400","491"
"wilkes.desire2learn.com","1358139600","1358744400","758"
"mghinstitute.desire2learn.com","1358139600","1358744400","645"
"monmouth.desire2learn.com","1358139600","1358744400","490"
"sp.desire2learn.com","1358139600","1358744400","513"
"iste.desire2learn.com","1358139600","1358744400","739"
"lauriermba.desire2learn.com","1358139600","1358744400","749"
"lsco.desire2learn.com","1358139600","1358744400","656"
"maryville.desire2learn.com","1358139600","1358744400","775"
"mohawk.desire2learn.com","1358139600","1358744400","605"
"mrhsd.desire2learn.com","1358139600","1358744400","481"
"bozeman.desire2learn.com","1358139600","1358744400","943"
"billings.desire2learn.com","1358139600","1358744400","899"
"msugf.desire2learn.com","1358139600","1358744400","734"
"northern.desire2learn.com","1358139600","1358744400","710"
"msvcc.desire2learn.com","1358139600","1358744400","498"
"nfstc.desire2learn.com","1358139600","1358744400","727"
"canada30.desire2learn.com","1358139600","1358744400","610"
"partners.desire2learn.com","1358139600","1358744400","423"
"plearn.desire2learn.com","1358139600","1358744400","510"
"respondus.desire2learn.com","1358139600","1358744400","763"
"www.myproductivitynow.com","1358139600","1358744400","555"
"ivs.desire2learn.com","1358139600","1358744400","496"
"ptcsc.desire2learn.com","1358139600","1358744400","663"
"qsb.desire2learn.com","1358139600","1358744400","795"
"sce.desire2learn.com","1358139600","1358744400","791"
"ben.desire2learn.com","1358139600","1358744400","512"
"ccfj.desire2learn.com","1358139600","1358744400","731"
"connectionscourse.desire2learn.com","1358139600","1358744400","635"
"ilearn.canadorec.desire2learn.com","1358139600","1358744400","513"
"longwoodlive.desire2learn.com","1358139600","1358744400","992"
"quc.desire2learn.com","1358139600","1358744400","733"
"spertus.desire2learn.com","1358139600","1358744400","586"
"uspra.desire2learn.com","1358139600","1358744400","536"
"sjsu.desire2learn.com","1358139600","1358744400","664"
"cctech.desire2learn.com","1358139600","1358744400","891"
"fdtc.desire2learn.com","1358139600","1358744400","806"
"hgtc.desire2learn.com","1358139600","1358744400","633"
"midlandstech.desire2learn.com","1358139600","1358744400","734"
"michelsacademy.desire2learn.com","1358139600","1358744400","598"
"sparks.desire2learn.com","1358139600","1358744400","495"
"sparksdemo.desire2learn.com","1358139600","1358744400","716"
"wic.desire2learn.com","1358139600","1358744400","592"
"cityuhk.desire2learn.com","1358139600","1358744400","512"
"cpled.desire2learn.com","1358139600","1358744400","760"
"etfo.desire2learn.com","1358139600","1358744400","561"
"ust.desire2learn.com","1358139600","1358744400","526"
"tca-cp.desire2learn.com","1358139600","1358744400","753"
"tekura.desire2learn.com","1358139600","1358744400","830"
"templejc.desire2learn.com","1358139600","1358744400","484"
"uscbknpt.desire2learn.com","1358139600","1358744400","985"
"medicpgt.desire2learn.com","1358139600","1358744400","447"
"wcu.desire2learn.com","1358139600","1358744400","485"
"canada30.desire2learn.com","1358139600","1358744400","837"
"plearn.desire2learn.com","1358139600","1358744400","798"
"respondus.desire2learn.com","1358139600","1358744400","762"
"mailgw.desire2learn.com","1358139600","1358744400","295"
"t1mgw.desire2learn.com","1358139600","1358744400","481"
"desire2learn.com","1358139600","1358744400","587"
"mail2.desire2learn.com","1358139600","1358744400","481"
"campuslife.desire2learn.com","1358139600","1358744400","517"
"mylo2012.utas.edu.au","1358139600","1358744400","1346"
"advocislearningcentre.ca","1358139600","1358744400","385"
"communitech.desire2learn.com","1358139600","1358744400","615"
"ESATrainingServices.desire2learn.com","1358139600","1358744400","518"
"elearning.gafta.com","1358139600","1358744400","279"
"ltw.desire2learn.com","1358139600","1358744400","523"
"nerc.desire2learn.com","1358139600","1358744400","618"
"distance.scic.com","1358139600","1358744400","494"
"watsec.desire2learn.com","1358139600","1358744400","617"
"www.dekalbonlineacademy.org","1358139600","1358744400","396"
"courselink.uoguelph.ca","1358139600","1358744400","4375"
"mcs.ucourses.com","1358139600","1358744400","668"
"D2L.educ.queensu.ca","1358139600","1358744400","593"
"learn.readingfirstohio.org","1358139600","1358744400","2631"
"d2l.rosalindfranklin.edu","1358139600","1358744400","382"
"d2l.sdbor.edu","1358139600","1358744400","461"
"www.sreb-score.org","1358139600","1358744400","503"
"vln.ucourses.com","1358139600","1358744400","600"
"col.desire2learn.com","1358139600","1358744400","579"
"pdi.desire2learn.com","1358139600","1358744400","577"
"viqua.desire2learn.com","1358139600","1358744400","508"
"westernonline.wiu.edu","1358139600","1358744400","1164"
"d2l.virtualvirginia.org","1358139600","1358744400","523"
"online2.walshcollege.edu","1358139600","1358744400","559"
"d2l.viu.ca","1358139600","1358744400","449"
"nexus.uwinnipeg.ca","1358139600","1358744400","673"
"UTEC.desire2learn.com","1358139600","1358744400","439"
"lms.unb.ca","1358139600","1358744400","1783"
"universityofmanitoba.desire2learn.com","1358139600","1358744400","569"
"train.uco.edu","1358139600","1358744400","1089"
"mydesire2learn.com","1358139600","1358744400","409"
"siu.desire2learn.com","1358139600","1358744400","581"
"slate.sheridancollege.ca","1358139600","1358744400","2465"
"learn.radford.edu","1358139600","1358744400","416"
"worldclass.regis.edu","1358139600","1358744400","493"
"pdonline.eftours.com","1358139600","1358744400","626"
"weshare.eftours.com","1358139600","1358744400","488"
"d2l.bccampus.ca","1358139600","1358744400","650"
"online.camosun.ca","1358139600","1358744400","623"
"d2l.nlc.bc.ca","1358139600","1358744400","430"
"online.nwcc.bc.ca","1358139600","1358744400","764"
"ccis.ucourses.com","1358139600","1358744400","607"
"www.galluppathfinder.com","1358139600","1358744400","631"
"learn.strengths.org","1358139600","1358744400","542"
"trios.desire2learn.com","1358139600","1358744400","622"
"workforcecentralflorida.desire2learn.com","1358139600","1358744400","622"
"ytp.desire2learn.com","1358139600","1358744400","505"
"aose.desire2learnclient.com","1358139600","1358744400","292"
"islamic-college.desire2learnclient.com","1358139600","1358744400","296"
"olts.desire2learnclient.com","1358139600","1358744400","287"
"rvvs.desire2learnclient.com","1358139600","1358744400","308"
"biotalent.ucourses.com","1358139600","1358744400","480"
"oliver.ucourses.com","1358139600","1358744400","459"
"courses.problemgambling.ca","1358139600","1358744400","585"
"ifaparis.desire2learn.com","1358139600","1358744400","519"
"onlinelearning.nycc.edu","1358139600","1358744400","587"
"online.casb.com","1358139600","1358744400","411"
"d2l.coloradomesa.edu","1358139600","1358744400","411"
"dominicancollege.desire2learn.com","1358139600","1358744400","540"
"virtual.fctc.edu","1358139600","1358744400","449"
"hsfc.desire2learn.com","1358139600","1358744400","777"
"Teachers21.desire2learn.com","1358139600","1358744400","771"
"umanitoba.desire2learn.com","1358139600","1358744400","409"
"d2l.yorktech.edu","1358139600","1358744400","531"
"ECACS.Desire2Learn.com","1358139600","1358744400","515"
"elearning.my.pacifica.edu","1358139600","1358744400","436"
"stkate.desire2learn.com","1358139600","1358744400","928"
"tekura.desire2learn.com","1358139600","1358744400","985"
"adlc.desire2learn.com","1358139600","1358744400","555"
"d20online.desire2learn.com","1358139600","1358744400","584"
"bconline.broward.edu","1358139600","1358744400","454"
"charisbiblecollege.desire2learn.com","1358139600","1358744400","569"
"desales.desire2learn.com","1358139600","1358744400","580"
"durhamcollege.desire2learn.com","1358139600","1358744400","566"
"t-vols.org","1358139600","1358744400","904"
"egtc.desire2learn.com","1358139600","1358744400","585"
"gadoe.desire2learn.com","1358139600","1358744400","442"
"georgiasouthern.desire2learn.com","1358139600","1358744400","614"
"ehacc.hacc.edu","1358139600","1358744400","1121"
"otc.desire2learn.com","1358139600","1358744400","441"
"learningspace.ial.edu.sg","1358139600","1358744400","685"
"tvdsb-wlu.desire2learn.com","1358139600","1358744400","450"
"d2l.langara.bc.ca","1358139600","1358744400","805"
"D2L.lcc.edu","1358139600","1358744400","1476"
"d2l.macu.edu","1358139600","1358744400","404"
"my.marymountpv.edu","1358139600","1358744400","489"
"njvs.desire2learn.com","1358139600","1358744400","584"
"NMHU.desire2learn.com","1358139600","1358744400","484"
"learn.noodle.org","1358139600","1358744400","491"
"oaklandcc.desire2learn.com","1358139600","1358744400","569"
"d2l.oru.edu","1358139600","1358744400","453"
"oupprod.desire2learn.com","1358139600","1358744400","574"
"d2l.parkland.edu","1358139600","1358744400","527"
"d2l.pima.edu","1358139600","1358744400","447"
"www.dermatology.org.uk","1358139600","1358744400","418"
"mcgill.desire2learn.com","1358139600","1358744400","420"
"sso2.identity.uoguelph.ca","1358139600","1358744400","409"
"elearning.lasierra.edu","1358139600","1358744400","469"
"hcs.hrvlc.org","1358139600","1358744400","588"
"iwcs.hrvlc.org","1358139600","1358744400","449"
"d2lprod.service-now.com","1358139600","1358744400","763"
"d2lhelp.view.usg.edu","1358139600","1358744400","5688"
"helpdesk.desire2learn.com","1358139600","1358744400","594"
"vpn2.desire2learn.com","1358139600","1358744400","63"
"d2l.nwfsc.edu","1358139600","1358744400","674"
"desire2learn.com","1358139600","1358744400","83"
"uscga.desire2learn.com","1358139600","1358744400","454"
"ACPSchools.hrvlc.org","1358139600","1358744400","446"
"cpschools.hrvlc.org","1358139600","1358744400","434"
"gcps.hrvlc.org","1358139600","1358744400","438"
"ncps.hrvlc.org","1358139600","1358744400","409"
"nnps.hrvlc.org","1358139600","1358744400","538"
"nps.hrvlc.org","1358139600","1358744400","532"
"pcps.desire2learn.com","1358139600","1358744400","427"
"pps.hrvlc.org","1358139600","1358744400","435"
"southampton.hrvlc.org","1358139600","1358744400","405"
"secep.hrvlc.org","1358139600","1358744400","410"
"spsk12.hrvlc.org","1358139600","1358744400","524"
"sussex.hrvlc.org","1358139600","1358744400","416"
"vbschools.hrvlc.org","1358139600","1358744400","442"
"wjcc.hrvlc.org","1358139600","1358744400","436"
"desire2learndemo.com","1358139600","1358744400","95"
"desire2learn.4cd.edu","1358139600","1358744400","412"
"fhecommunity.desire2learn.com","1358139600","1358744400","469"
"pathways4u.desire2learn.com","1358139600","1358744400","522"
"edfuture.desire2learn.com","1358139600","1358744400","0"
"d2l.chipola.edu","1358139600","1358744400","469"
"online.fkcc.edu","1358139600","1358744400","451"
"oes.desire2learn.com","1358139600","1358744400","952"
"polk.desire2learn.com","1358139600","1358744400","517"
"hmh.desire2learn.com","1358139600","1358744400","487"
"mbmjconnect.desire2learn.com","1358139600","1358744400","492"
"elearn.jcsd1.us","1358139600","1358744400","913"
"learn.uwaterloo.ca","1358139600","1358744400","1201"
"learning.cica.ca","1358139600","1358744400","550"
"myacademy.pg.com","1358139600","1358744400","786"
"sftp01.desire2learn.com","1358139600","1358744400","167"
"sftp02.desire2learn.com","1358139600","1358744400","165"
"conestoga.desire2learn.com","1358139600","1358744400","601"
"t1mgw.desire2learn.com","1358139600","1358744400","293"
"lmscloud.desire2learndemo.com","1358139600","1358744400","2241"
"neiu.desire2learn.com","1358139600","1358744400","603"
"mailgw.desire2learn.com","1358139600","1358744400","71"
"t1mgw.desire2learn.com","1358139600","1358744400","90"
"ausmgw.desire2learn.com","1358139600","1358744400","263"
"hisdelearn.org","1358139600","1358744400","554"
"ausmgw.desire2learn.com","1358139600","1358744400","1057"
"d2l.sccsc.edu","1358139600","1358744400","786"
"cwonline.desire2learn.com","1358139600","1358744400","528"
"shs.desire2learn.com","1358139600","1358744400","600"
"mosaic.desire2learn.com","1358139600","1358744400","547"
"riversideresearch.desire2learn.com","1358139600","1358744400","670"
"nuance.desire2learn.com","1358139600","1358744400","1108"
"lfd.desire2learn.com","1358139600","1358744400","796"
"vhs-ves.desire2learn.com","1358139600","1358744400","537"
"hqrs.desire2learn.com","1358139600","1358744400","616"
"csdceo.desire2learn.com","1358139600","1358744400","816"
"dougsteamer.desire2learn.com","1358139600","1358744400","744"
"pearsonncs.cds.desire2learn.com","1358139600","1358744400","361"
"oupscorm.desire2learn.com","1358139600","1358744400","488"
"oupuat.desire2learn.com","1358139600","1358744400","491"
"api.d2lbinder.com","1358139600","1358744400","1805"
"azdiocese.desire2learn.com","1358139600","1358744400","619"
"edudentity.com","1358139600","1358744400","992"
"ep.edudentity.com","1358139600","1358744400","1126"
"ihm.desire2learn.com","1358139600","1358744400","564"
"uco.desire2learn.com","1358139600","1358744400","1260"
"usmgw.desire2learn.com","1358139600","1358744400","1064"
"learn.umuc.edu","1358139600","1358744400","533"
"UMUC-demo.desire2learn.com","1358139600","1358744400","559"
"umuc.desire2learn.com","1358139600","1358744400","559"
"{"error":{"statuscode":403,"statusdesc":"Forbidden"}}mcgill.desire2learn.com{"summary":{"responsetime":{"to":1359694800,"from":1357016400","465"
